,n_iter,lr,n_layers,solver,score,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
108,10,0.01,2,adam,precision,0.0,0.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.01135,0.01288225
109,10,0.01,2,adam,recall,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.1,0.1135
110,10,0.01,2,adam,f1-score,0.0,0.203861697350696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.0203861697350696,0.023138302649304
111,10,0.01,2,adam,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.1135,10000.0,10000.0
112,10,0.01,2,sgd,precision,0.0,0.521780303030303,0.9058713886300093,0.9083820662768031,0.9459161147902869,0.9600499375780275,0.8183520599250936,0.9722507708119219,0.8761514841351075,0.870754716981132,0.8231,0.7779508842158684,0.774521809377325
113,10,0.01,2,sgd,recall,0.0,0.9709251101321585,0.9418604651162791,0.9227722772277228,0.8727087576374746,0.8621076233183856,0.9123173277661796,0.9202334630350194,0.8788501026694046,0.9147670961347869,0.8231,0.8196542223037412,0.8231
114,10,0.01,2,sgd,f1-score,0.0,0.6787804126886356,0.9235154394299286,0.9155206286836935,0.9078389830508475,0.9084465445953928,0.8627838104639685,0.945527236381809,0.877498718605843,0.8922184630256162,0.8231,0.7912130236925735,0.7903472806538759
115,10,0.01,2,sgd,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.8231,10000.0,10000.0
116,10,0.01,2,lbfgs,precision,0.9198520345252774,0.20877904832165253,0.0,0.16,0.3463235294117647,0.0,0.0,0.3893581081081081,0.0,0.0,0.3275,0.20243127203668027,0.20403690546973352
117,10,0.01,2,lbfgs,recall,0.7612244897959184,0.9973568281938326,0.0,0.0039603960396039604,0.47963340122199594,0.0,0.0,0.896887159533074,0.0,0.0,0.3275,0.31390622747844243,0.3275
118,10,0.01,2,lbfgs,f1-score,0.8330541596873255,0.34527985359158153,0.0,0.007729468599033816,0.4022203245089667,0.0,0.0,0.5429917550058893,0.0,0.0,0.3275,0.21312755613927967,0.21692683564189075
119,10,0.01,2,lbfgs,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.3275,10000.0,10000.0
120,10,0.01,3,adam,precision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0974,0.0,0.0974,0.00974,0.00948676
121,10,0.01,3,adam,recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0974,0.1,0.0974
122,10,0.01,3,adam,f1-score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17751047931474395,0.0,0.0974,0.017751047931474397,0.017289520685256063
123,10,0.01,3,adam,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.0974,10000.0,10000.0
124,10,0.01,3,sgd,precision,0.9441117764471058,0.961439588688946,0.9541015625,0.9703779366700716,0.9434343434343434,0.9310734463276836,0.9619852164730729,0.9678714859437751,0.8928220255653884,0.9365558912386707,0.9466,0.9463773273289057,0.9469295314085621
125,10,0.01,3,sgd,recall,0.9653061224489796,0.9885462555066079,0.9467054263565892,0.9405940594059405,0.9511201629327902,0.9237668161434978,0.9509394572025052,0.9377431906614786,0.9322381930184805,0.9217046580773043,0.9466,0.9458664341754174,0.9466
126,10,0.01,3,sgd,f1-score,0.9545913218970736,0.9748045178105995,0.9503891050583657,0.9552538964303671,0.947261663286004,0.9274057400112549,0.9564304461942257,0.9525691699604744,0.9121044701155199,0.929070929070929,0.9466,0.9459881259834815,0.9466291283924482
127,10,0.01,3,sgd,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.9466,10000.0,10000.0
128,10,0.01,3,lbfgs,precision,0.3263239875389408,0.05402160864345738,0.4953271028037383,0.5979381443298969,0.0,0.09299048960901726,0.0,0.0,0.14634146341463414,0.0,0.2028,0.17129427963396848,0.1721691231562237
129,10,0.01,3,lbfgs,recall,0.4275510204081633,0.039647577092511016,0.9244186046511628,0.05742574257425743,0.0,0.5919282511210763,0.0,0.0,0.024640657084188913,0.0,0.2028,0.206561185293136,0.2028
130,10,0.01,3,lbfgs,f1-score,0.37014134275618377,0.04573170731707317,0.6450304259634888,0.10478771454381211,0.0,0.16073059360730596,0.0,0.0,0.0421792618629174,0.0,0.2028,0.1368601046050781,0.13706052855417075
131,10,0.01,3,lbfgs,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.2028,10000.0,10000.0
132,10,0.01,4,adam,precision,0.0,0.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.01135,0.01288225
133,10,0.01,4,adam,recall,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.1,0.1135
134,10,0.01,4,adam,f1-score,0.0,0.203861697350696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.0203861697350696,0.023138302649304
135,10,0.01,4,adam,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.1135,10000.0,10000.0
136,10,0.01,4,sgd,precision,0.964,0.9833040421792618,0.9606903163950143,0.9358600583090378,0.9701030927835051,0.9667049368541906,0.9673340358271865,0.973,0.9441056910569106,0.9409448818897638,0.9607,0.960604705529487,0.9608285529311233
137,10,0.01,4,sgd,recall,0.9836734693877551,0.9859030837004406,0.9709302325581395,0.9534653465346534,0.9582484725050916,0.9439461883408071,0.9582463465553236,0.9464980544747081,0.9537987679671458,0.9474727452923687,0.9607,0.9602182707316433,0.9607
138,10,0.01,4,sgd,f1-score,0.9737373737373737,0.9846018477782666,0.9657831325301205,0.9445806768023539,0.9641393442622951,0.9551900170164492,0.9627687467226009,0.9595660749506902,0.9489274770173647,0.9441975308641974,0.9607,0.9603492221681714,0.9607031786743117
139,10,0.01,4,sgd,support,980.0,1135.0,1032.0,1010.0,982.0,892.0,958.0,1028.0,974.0,1009.0,0.9607,10000.0,10000.0
140,10,0.01,4,lbfgs,precision,0.7002700270027002,0.5704521556256572,0.6509240246406571,0.479108635097493,0.6787974683544303,0.3388848660391021,0.6492478226444972,0.48822714681440443,0.0,0.5804816223067174,0.5661,0.5136393768525659,0.5167828430332437
